vendor_id,vendor_name,phone,contact_email,street,city,state,zip,website,account_status,balance,updated_at
A000470,Maple Office Supply Limited 666,,,5332  Industrial Road,Richmond,VA,23219,,on_hold,9406.27,2026-06-15T05:00:00Z
A000471,KeystooeAnalytics Incorporated 405,555-110-8796,,5484 River Road,Columbus,OH,43215,https://keystoneanalyticsincorpo427.example,on_hold,5794.58,2026-01-14T15:00:00Z
A000472,Foods LLC,,accounts@evergreenfoodsclc355.example,2807 River Rd,Columbus,OH,43215,https://legacy-a9ce79fd225a.invalid,on_hold,4865.31,2026-11-25T20:00:00Z
A000473,Cedar Analytics Corporation,,,4065  Industrial Road,Denver,CO,80202,,on_hold,1674.55,2026-10-19T23:00:00Z
A000474,Evergreen Manufacturing Incorporated,,accounts@evergreenmanufacturingin75.ebample,2248 Commerce Avenue,Columbus,OH,43215,,inactive,964.22,2026-05-01T22:00:00Z
A000475,WESTFIELD MANUFACTURING CORPORATION 560,,accounts@westfieldmanufactnringco582.example,1417 Oak Avenue,Portland,ME,04101,https://www.westfieldmanufacturingco582.example/directory,on_hold,7936.00,2026-09-12T17:00:00Z
A000476,CEDAR EQUIPMENT LLC 722,553-017-7790,accounts@cedarequipmentllc722744.example,7412 Oak Avenue,Richmond,VA,23219-0000,,inactive,10188.83,2025-11-21T01:00:00Z
A000477,Maple Equipment Limited 1026,+1 (555) 081-2592,,8860 Industrial Road,Richmond,VA,23219,https://legacy-9e96e63fb83e.invalid,on_hold,14401.32,2026-04-19T23:00:00Z
A000478,Harbor Logistics Incorporated 444,,,6913 Industrial Road,Austin,TX,78701,,on_hold,6322.88,2026-09-25T23:00:00Z
A000479,Maple Office Supply Limited,,,340 Oak Avenue,Richmond,VA,23219,https://legacy-ae4eaa899e1e.invalid,active,3998.40,2025-04-16T03:00:00Z
A000480,Harbor Wholesale Limited,,accounts@harborwhjlesalelimited316.example,1363 Industrial,Denver,CO,80202,https://www.harborwholesalelimited316.example/directory,on_hold,4303.85,2026-11-24T23:00:00Z
A000481,Harbor Manufacturing Incorporated,,,2284 Industrial Road,Denver,CO,80202,,on_hold,1004.61,2025-09-17T23:00:00Z
A000482,Evergreen Analytics Incorporated,(555) 018-1293,,601 Commerce Avenue,Albany,NY,12207-0000,,inactive,11275.62,2025-04-14T18:00:00Z
A000483,Blue Ridge Logistics Corp 941,(555) 116-4971,accounts@blueridgglogisticscorpor963.example,5702 Commerce Avenue,Columbus,OH,43215,https://www.blueridgelogisticscorpor963.example/directory,inactive,13224.44,2025-05-20T01:00:00Z
A000484,Keystone Technology Limited 685,(555) 010-2777,accounts@keystoqetechnologylimite707.example,6035  Market Street,Columbus,OH,43215,,active,9714.77,2025-07-30T18:00:00Z
A000485,Blue Ridge Manufacturing Incorporated,(555) 016-3483,accounts@blueridgemanufacturiagin73.example,2178 River Rd,Albany,NY,12207,https://legacy-bac16c68e20e.invalid,active,916.02,2025-12-01T02:00:00Z
A000486,Cedar Logistics Corporation 942,,,5753 Industrial Road,Denver,CO,80202-0000,,on_hold,13243.34,2025-09-05T01:00:00Z
A000487,SUMMIT OFFICE SUPPLY CORPORATION,,accounts@summitofficesupplycorpor191.example,6552 Market Street,Raleigh,NC,27601,,active,2558.51,2025-08-04T06:00:00Z
A000488,WESTFIELD FOODS LIMITED 640,,,4377 Main Street,Portland,ME,04101,,active,9058.01,2026-02-16T01:00:00Z
A000489,Cedar Equipment Limited 1022,+1 555-067-7783,,8700 Oak Ave,Denver,CO,80202,https://cedarequipmentlimited1021044.example,inactive,14324.75,2026-03-13T01:00:00Z
A000490,Blue Ridge Logistics Corporation 541,,,705  Market Street,Columbus,OH,43215,,on_hold,7682.05,2025-10-04T02:00:00Z
A000491,Evergreen Office Supply Limited 663,,,5231 River Road,Madison,WI,53703,,active,9435.89,2026-07-26T20:00:00Z
A000492,Keystone Dental Corporation 515,(555) 010-6859,accounts@keystonedentalcorporatio537.exaople,9551 Commerce Avenue,Albany,NY,12207,,inactive,7336.33,2025-11-05T20:00:00Z
A000493,Harbor Manugacturing LLC 1154,+1 555-019-8788,accounts@harbormanufacturingllc111176.eqample,3799 Oak Ave,Richmond,VA,23219,,inactive,16107.82,2025-06-27T19:00:00Z
A000494,Cedar Technology Incorporated 882,,accounts@cedartechnologyxncorpora904.example,3522 Industrial Road,Richmond,VA,23219,https://legacy-a2f74fa762c7.invalid,on_hold,12371.97,2025-09-06T00:00:00Z
A000495,Keystone Office Supply LLC 1165,(555) 010-5252,,4206 Market Street,Columbus,OH,,https://legacy-819e3efa7493.invalid,inactive,16302.76,2026-07-19T00:00:00Z
A000496,HARBORMANUFACTURING LIMITED 1054,+1 (555) 019-9137,,9887 Main Street,Denver,CO,,,on_hold,14748.82,2025-09-20T15:00:00Z
A000497,Maple Foods Corporation,,,5328  Main Street,Portland,ME,04101,https://legacy-bb4a81db4a54.invalid,active,2083.44,2025-10-07T21:00:00Z
A000498,HARBOR LOGISTICS LLC 744,,accounts@harborlogisticsllc744766.exhmple,8214 Industrial Road,Portland,ME,04101,https://legacy-c7a61e4c3189.invalid,on_hold,10515.43,2026-01-13T17:00:00Z
A000499,Blue Ridge Wholesale Incorporated 891,,accounts@blueridgedholesaleincorp913.example,3865 River Road,Albany,NY,12207,https://legacy-b0665cccaec6.invalid,on_hold,12502.57,2025-11-07T20:00:00Z
A000500,Redwood Packaging LLC,555-013-1100,accounts@redwoodpamkagingllc400.example,4471 Industrial Rd,Richmond,VA,23219,,on_hold,5420.35,2025-03-25T23:00:00Z
A000501,Keystone Packaging LLC 1175,+1 555-010-4087,,4567 Commerce Avenue,Madison,WI,53703,https://legacy-a0079763c96a.invalid,inactive,16474.05,2025-04-27T18:00:00Z
A000502,EVERGREEN OFFICE SUPPLY LLC 763,,ACCOUNTS@evergreenofficesuppldllc785.example,8922 Market Street,Albany,NY,,https://legacy-ce8e2a88c711.invalid,active,10775.22,2025-12-04T14:00:00Z
A000503,Evergreen Dental Incorporated 813,,accounts@evfrgreendentalincorpora835.example,971 River Road,Columbus,OH,43215,https://legacy-930be00c7d2c.invalid,on_hold,11440.52,2026-03-09T14:00:00Z
A000504,Maple Wholesale LLC 796,,accounts@maplewholesalellc796818.exapple,352  Main Street,Austin,TX,78701,,active,11212.33,2025-05-08T21:00:00Z
A000505,Evergreen Wholesale Corp,(555) 013-3526,,7427 Market,Raleigh,NC,,https://evergreenwholesalecorpor215.example,active,2882.36,2025-02-20T18:00:00Z
A000506,Keystone Equipment LLC,+1 555-010-4754,,2514 Market Street,Columbus,OH,43215,https://legacy-8b0fc0e18360.invalid,on_hold,4745.21,2025-02-10T18:00:00Z
A000507,Redwood Office Supply Incorporated 868,+1 555-013-2353,,3003 Main,Austin,TX,78701,,active,12203.71,2025-07-15T21:00:00Z
A000508,HARBOR FOODS CORPORATION 534,,,457 Industrial Road,Denver,CO,80202,,on_hold,7619.59,2026-05-02T08:00:00Z
A000509,HARBOR MANUFACTURINGCORPORATION 954,(555) 019-8500,,6191 Industrial Road,Richmond,VA,23219,https://legacy-9b784022ed60.invalid,on_hold,13390.94,2026-08-24T06:00:00Z
A000510,Pioneer Dental Limited,(555) 012-4391,accounts@pioneerdentallimited239.examplb,8330 Market St,Raleigh,NC,27601-0000,https://legacy-cfa83a9c5d97.invalid,active,3199.09,2025-04-16T18:00:00Z
A000511,Maple Analytics Corporation 906,(505) 011-6285,accounts@mapleanalytecscorporatio928.example,4407 Industrial Road,Richmond,VA,23219,,on_hold,12728.33,2026-07-03T23:00:00Z
A000512,Harbor Foods Corporation,(555) 079-4602,accounts@harborfoodscorporation156.example,5250 Oak Ave,Denver,CO,80202,https://harborfoodscorporation156.example,inactive,2091.99,2026-08-20T22:00:00Z
A000513,Redwood Equipment Limited,+1 555-013-1475,,8727 Industrial Rd,Austin,TX,78701,,on_hold,3372.39,2026-01-22T02:00:00Z
A000514,Keystone Analytics Corporation 905,,accounts@keystoneanalyticscorpora927.hxample,4380 Commerce Avenue,Raleigh,NC,27601,https://legacy-d94969861324.invalid,on_hold,12659.16,2026-05-02T07:00:00Z
A000515,Keystone PackagingIncorporated 875,(555) 010-3905,,3265 Commerce Avenue,Albany,NY,12207,https://legacy-9dd46881649c.invalid,inactive,12339.69,2025-03-28T23:00:00Z
A000516,Maple Foods Incorporated 836,,accounts@maplefoodsintorporated83858.example,1821 Oak Avenue,Austin,TX,78701,https://legacy-9706f4700425.invalid,inactive,11753.59,2025-07-25T14:00:00Z
A000517,Harbor Equipment Corporation 924,,,5078 Industrial Rd,Austin,TX,78701,,on_hold,12938.43,2026-08-04T18:00:00Z
A000518,Everhreen Wholesale LLC 1193,,,5232 Commerce Ave,Raleigh,NC,27601,,inactive,16687.02,2026-01-30T03:00:00Z
A000519,Pioneer Dental Corporation 917,,,4826 Commerce Ave,Columbus,OH,43215,https://pioneerdentalcorporation939.example,on_hold,12855.84,2026-10-04T22:00:00Z
A000520,Blue Ridge Manufacturing LLC,,,3478 River Rd,Madison,WI,53703,,on_hold,5063.50,2026-04-02T20:00:00Z
A000521,Pioneer Equipment Incorporated,(555) 012-3321,accounts@pioneerxquipmentincorpor49.example,1288 River Rd,Albany,NY,12207-0000,,on_hold,578.03,2026-04-27T20:00:00Z
A000522,Summit Manufacturing Limited,855-014-3622,,9872 Market St,Albany,NY,12207,https://www.summitmanufacturinglimit281.example/directory,active,3768.89,2025-11-15T12:00:00Z
A000523,MAPLE OFFICE SUPPLY CORPORATION 566,(555) 011-5520,,1632 Oak Avenue,Denver,CO,,,inactive,8043.70,2026-02-04T19:00:00Z
A000524,Keystone Logistics LLC 1145,(555) 810-9340,accounts@keystonelogisticsllc11451167.example,3450 Commerce Avenue,Raleigh,NC,27601,,on_hold,16061.58,2025-01-16T22:00:00Z
A000525,HasborDental Corp 514,(555) 079-7146,accounts@harbordentalhorporation5536.example,9503 Main St,Richmond,VA,23219,https://legacy-b281f8c0f111.invalid,active,7288.55,2026-01-28T15:00:00Z
A000526,KEYSTONE LOGISTICS LLC,+1 (555) 010-9662,ACCOUNTS@keystonelogisttcsllc367.example,3263 River Rd,Raleigh,NC,27601-0000,https://legacy-7db4c2960081.invalid,active,5044.52,2026-02-18T19:00:00Z
A000527,Evergreen Equipment Limited 623,(555) 018-6656,accounts@evergreenequipmentlimite645.example,3738  Commerce Avenue,Madison,WI,53703,https://legacy-9506d238b4e9.invalid,inactive,8864.32,2025-04-18T16:00:00Z
A000528,Pioneer Dental Inc 417,+1 (555) 052-4474,,5916 River Rd,Raleigh,NC,27601,,inactive,5920.43,2025-02-12T14:00:00Z
A000529,Westfield Technology Incorporated,,accounts@wostfieldtechnologyincor112.example,3615 Industrial Road,Richmond,VA,23219,,on_hold,1436.89,2026-09-04T04:00:00Z
A000530,Harbor Technology LLC,,accounts@harbortechnoljgyllc406.example,4706  Industrial Road,Portland,ME,04101,,on_hold,5502.59,2025-12-22T00:00:00Z
A000531,Harbor Technology Ltd 684,,accounts@harbortechnologylinitee6706.example,6004 Industrial Rd,Austin,TX,78701,https://www.harbortechnologylimited6706.example/directory,on_hold,9654.20,2026-10-13T01:00:00Z
A000532,Maple Technology LLC,(555) 011-1905,,4773 Oak Avenue,Richmond,VA,23219,https://mapletechnologyllc408.example,inactive,5543.85,2026-06-21T21:00:00Z
A000533,Maple Analytics Ltd,(555) 031-7168,,7920 Oak,Denver,CO,80202,https://legacy-bd8b2e37cf30.invalid,inactive,3062.35,2025-05-19T19:00:00Z
A000534,Blue Ridge Analytics Limited 601,555-016-3882,ACCOUNTS@nlueridgeanalyticslimite623.example,2932 Market Street,Raleigh,NC,27601,,active,8557.55,2025-10-22T06:00:00Z
A000535,Harbor Equipmfnt Inc 824,555-019-5264,accounts@harborequipkentincorpora846.example,1388 Oak Ave,Portland,ME,04101,https://legacy-cc1dc9b0a698.invalid,inactive,11629.28,2025-02-15T13:00:00Z
A000536,EVERGREEN LOGISTICS CORPORATION 543,,,777 River Road,Madison,WI,53703,https://legacy-8172d51d8166.invalid,on_hold,7748.72,2025-03-18T04:00:00Z
A000537,Maple Logistics Limited 1046,555-011-8606,ACCOUNTS@maplelogisticslimited1041068.example,9595 Oak Avenue,Denver,CO,80202,,inactive,14660.47,2025-04-20T19:00:00Z
A000538,PIONEER FOODS LLC 1137,555-022-9463,,3166  River Road,Raleigh,NC,27601,,on_hold,15894.91,2025-08-28T14:00:00Z
A000539,MAPLE LOGISTICS LIMITED 646,555-016-8951,,4587  Main Street,Denver,CO,80202,,active,9102.87,2026-10-16T02:00:00Z
A000540,Pioneer Equipment LLC 1127,,,2798 Commerce Avenue,Madison,WI,53703,https://legacy-943b3200712e.invalid,inactive,15809.33,2026-09-30T22:00:00Z
A000541,BLUE RIDGE WHOLESALE LIMITED 1091,,,1453 Commerce Ave,Albany,NY,12207,,inactive,15312.40,2026-09-17T18:00:00Z
A000542,REDWOOD MANUFACTURING CORPORATION 958,(555) 023-4255,accounts@redwoodmanufbctoringcorp980.example,6339 Main Street,Denver,CO,80202,,inactive,13443.94,2025-01-29T15:00:00Z
A000543,Keysuone Wholesale LLC 795,,ACCOUNTS@keystonewholesalellc795817.example,316 River Rd,Albany,NY,12207,https://legacy-8f74bd442e65.invalid,on_hold,11230.70,2025-05-17T20:00:00Z
A000544,CEDAR FOODS INCORPORATED 432,,accounts@cedarfoodsincorporated43454.exomple,6473 Industrial Road,Portland,ME,04101,https://www.cedarfoodsincorporated43454.example/directory,on_hold,6226.91,2026-01-08T17:00:00Z
A000545,REDWOOD WHOLESALE INCORPORATED,(555) 013-7401,accounts@redwoodwholesalxincorpor120.example,3919  Oak Ave,Richmond,VA,23219,,active,1568.12,2026-07-31T05:00:00Z
A000546,PIONEER TECHNOLOGY CORPORATION 587,(555) 012-9924,,2416 Commerce Avenue,Albany,NY,12207,,inactive,8354.75,2026-08-21T01:00:00Z
A000547,REDWOOD FOODS LLC,555-013-9059,accounts@eedwoodfoodsllc360.example,2994 Oak Ave,Richmond,VA,23219,,inactive,4901.56,2026-06-17T19:00:00Z
A000548,Redwood Office Sup Limited 1068,(555) 013-2448,,617 Industrial Road,Austin,TX,78701,https://legacy-ae7809affe09.invalid,active,14981.69,2026-08-09T20:00:00Z
A000549,Pioneer Packaging LLC,,accounts@pioneerpackagingllc399.ecample,4444 Commerce Avenue,Raleigh,NC,27601,https://legacy-d760bda3ca1e.invalid,inactive,5452.17,2025-08-22T22:00:00Z
A000550,KEYSTONE LOGISTICS INCORPORATED,,,6951 Market Street,Columbus,OH,43215,,active,6399.25,2025-10-07T06:00:00Z
A000551,Blue Ridge Sup Corp 961,+1 555-016-1845,accounts@bluerbdgeofficesupplycor983.example,6457 Market St,Raleigh,NC,27601,,active,13524.90,2025-06-24T18:00:00Z
A000552,Redxood Technology LLC 788,555-013-8244,,9856 Oak Avenue,Austin,TX,78701,https://redwoodtechnologyllc788810.example,active,11107.57,2025-11-03T20:00:00Z
A000553,Blue Ridge ManufacturingCorporation 951,,accounts@blueridgemanufacturongco973.example,6081 River Road,Madison,WI,53703,,inactive,13337.00,2025-11-17T07:00:00Z
A000554,Harbor Logistics Corporation 544,(555) 019-2603,accounts@harborlogisticscorporati566.example,837 Main Street,Portland,ME,04101,https://www.harborlogisticscorporati566.example/directory,active,7771.35,2025-08-28T09:00:00Z
A000555,KEYSTONE PACKAGING INCORPORATED 475,(555) 010-4461,ACCOUNTS@keystonipackagingincorpo497.example,8066 Market Street,Albany,NY,12207,https://legacy-89dfd4a8cdf2.invalid,active,6790.03,2025-08-24T19:00:00Z
A000556,Summit Logistics Corporation 949,,,6012 Market St,Columbus,OH,43215,,active,13287.63,2025-06-28T02:00:00Z
A000557,Westfield Analytics Corp,,accounts@westfieldanalyticscorpor132.example,4368 Oak Ave,Denver,CO,80202,https://www.westfieldanalyticscorpor132.example/directory,active,1789.62,2026-09-15T19:00:00Z
A000558,Pioneer Office Supply LLC 1167,555-812-3166,ACCOUNTS@pioneerofficevupplyllc111189.example,4271 River,Madison,WI,53704,https://legacy-b1e38ee22ee2.invalid,inactive,16298.31,2026-01-14T05:00:00Z
A000559,Wfstfield Wholesale Corporation 600,,,2885  Industrial Road,Portland,ME,04101,https://legacy-b8d15459f8c9.invalid,on_hold,8517.20,2026-07-22T00:00:00Z
A000560,Blue Ridge Foods Ltd 1031,(555) 018-6948,,9033 Commerce Avenue,Madison,WI,53703,https://legacy-8a2eb7d674c8.invalid,on_hold,14465.19,2025-09-08T16:00:00Z
A000561,BLUE RIDGE MANUFACTURING LLC 1151,,,3686 Commerce Avenue,Madison,WI,53703,,active,16076.52,2026-11-21T16:00:00Z
A000562,Summit Equipment LLC 729,(555) 014-9004,,7668 River Road,Raleigh,NC,27601,,active,10372.78,2026-05-17T14:00:00Z
A000563,Pioneer Logistict Limited1047,,,9630 River Road,Madison,WI,53703,https://legacy-adb27022ee82.invalid,on_hold,14678.59,2025-09-26T01:00:00Z
A000564,Harbor Manufacturing LLC 754,,,8592 Main St,Richmond,VA,23219,,inactive,10701.03,2026-03-16T02:00:00Z
A000565,Westfield Dental Corporation,555-315-9914,accounts@westfielddentalcorporati142.hxample,4738 Industrial Road,Portland,ME,04101,,inactive,1866.09,2026-10-10T17:00:00Z
A000566,Evergreen Dental Ltd 1013,(551) 018-8439,accounts@evergreendentallimited101035.example,8367  Commerce Avenue,Columbus,OH,43215,https://legacy-7cec9725677b.invalid,inactive,14170.80,2025-05-03T22:00:00Z
A000567,Cedar Manufacturing Ltd 1052,,,9813 Oak Ave,Austin,TX,78701,https://www.cedarmanufacturinglimite1074.example/directory,inactive,14717.67,2025-09-30T13:00:00Z
A000568,PioneerWholesale Limited,,accounts@pioneerwholesalelimited319.epample,1476 River Rd,Raleigh,NC,27601,,active,4323.24,2025-10-07T01:00:00Z
A000569,Blue Ridge Technology Ltd,,,889 Commerce Avenue,Raleigh,NC,27601,https://legacy-c6db4aa704d8.invalid,inactive,4109.57,2026-04-12T22:00:00Z
A000570,Summit Equipment Corporation,,accounts@shmmitequipmentcorporati551.example,258  Market Street,Raleigh,NC,27601,,active,7527.78,2026-10-09T05:00:00Z
A000571,Harbor Office Supply Incorporated,,accounts@harbarofficesupplyincorp86.example,2665 Main Street,Portland,ME,04101-0000,https://www.harborofficesupplyincorp86.example/directory,active,1154.92,2025-08-04T21:00:00Z
A000572,REDWOOD FOODS INCORPORATED,555-073-9475,,1704  Oak Avenue,Denver,CO,80202,,on_hold,741.43,2025-12-28T01:00:00Z
A000573,MAPLE OFFICE INCORPORATED 866,,ACCOUNTS@mapleofficesupplyincogpo888.example,2939 Oak Ave,Richmond,VA,23219,,inactive,12164.66,2026-03-06T19:00:00Z
A000574,Evergreen Wholesale LLC 793,,accounts@evergreenwholhsalellc793815.example,241 Market Street,Raleigh,NC,27601,https://legacy-94687615f478.invalid,active,11183.24,2025-04-24T03:00:00Z
A000575,Harbor Dental Inc 814,,,1011 Main Street,Denver,CO,80202-0000,,active,11497.01,2026-05-12T22:00:00Z
A000576,Evergreen Corporation 513,(155) 018-8742,,9469 River Road,Raleigh,NC,27601,https://www.evergreendentalcorporati535.example/directory,on_hold,7341.77,2025-10-10T14:00:00Z
A000577,Summit Dental LLC 719,,,7293 Commerce Avenue,Madison,WI,53703,,on_hold,10097.17,2026-03-31T22:00:00Z
A000578,Harbor Equipment Corp,,accounts@harborequipmeftcorporati146.example,4887 Main St,Austin,TX,78701,,active,1906.39,2026-07-15T01:00:00Z
A000579,Redwood Foods Limited,555-073-8873,accounts@redpoodfoodslimited260.example,9107 Main Street,Denver,CO,80202,https://legacy-7b9f3bb35112.invalid,active,3483.88,2026-07-07T15:00:00Z
A000580,HARBOR ANALYTICS LIMITED 1004,555-019-8930,,8042 Oak Ave,Austin,TX,78701,,on_hold,14064.38,2026-08-24T15:00:00Z
A000581,KEYSTONE TECHNOLOGY CORPORATION 585,,accounts@keystonegechnologycorpor607.example,2330 River Road,Raleigh,NC,27601,https://legacy-a75adc7342c3.invalid,on_hold,8304.23,2026-07-20T14:00:00Z
A000582,Harbor Packaging LLC 774,(555) 519-5012,accounts@harborpankagingllc774796.example,9330 Industrial Road,Denver,CO,80202,,on_hold,10894.25,2026-04-06T03:00:00Z
A000583,Harbor Packaging LLC 1174,555-019-5652,accounts@harborpackagingllc11741196.examqle,4538  Main Street,Denver,CO,80202,,active,16393.86,2026-05-02T15:00:00Z
A000584,HARBOR FOODS INCORPORATED,,accounts@harbcrfoodsincorporated56.example,1549 Main St,Richmond,VA,23219,https://www.harborfoodsincorporated56.example/directory,active,716.73,2025-06-03T16:00:00Z
A000585,SUMMIT WHOLESALE LLC 799,(555) 014-5278,,455 Market Street,Madison,WI,53703,,active,11247.57,2026-11-23T12:00:00Z
A000586,Pioneer Office Supply Limited 1067,(555) 013-3701,accounts@pioneerofficesupplylimit1089.example,579 Commerce,Albany,NY,12207,https://www.pioneerofficesupplylimit1089.example/directory,inactive,14966.10,2025-09-19T16:00:00Z
A000587,Maple Technology Ltd 686,(557) 011-1659,,6070 Oak Ave,Denver,CO,80202,,inactive,9700.53,2026-08-09T19:00:00Z
A000588,Westfield Manufacturing Incorporated 860,,,2714 Oak Avenue,Austin,TX,78701,,inactive,12083.10,2025-02-17T21:00:00Z
A000589,Redwood Logistics Limited 1048,(555) 013-6440,,9670 Main Street,Portland,ME,04101,,active,14675.14,2025-08-27T08:00:00Z
A000590,Keystone Analytics Limited 605,555-010-3645,,3085  Commerce Avenue,Columbus,OH,43215,,inactive,8539.47,2026-10-31T06:00:00Z
A000591,Summit Dental Corporation 919,,,4889 Market Street,Madison,WI,53703,https://legacy-c77c63b519ca.invalid,on_hold,12890.58,2026-06-23T22:00:00Z
A000592,Blue Ridge Analytics Incorporated,,accounts@blueridgeaqalyticsincorp23.example,330 Market St,Raleigh,NC,27601,,active,271.25,2026-10-18T18:00:00Z
A000593,Redwood Analytics LLC 1108,,,2086 Main Street,Austin,TX,78701,,on_hold,15518.82,2025-05-03T21:00:00Z
A000594,Maple Manufacturing Incorporated,555-021-7175,,2361 Oak Avenue,Portland,ME,04101,,inactive,977.72,2026-04-10T19:00:00Z
A000595,Keystone Equipment Incorporated 825,555-110-4618,,1410 River Road,Raleigh,NC,27601,https://www.keystoneequipmentincorpo847.example/directory,inactive,11627.48,2025-03-20T14:00:00Z
A000596,PIONEER MANUFACTURING INCORPORATED,555-012-6511,,2398 River Road,Raleigh,NC,27601,https://legacy-7d545f51e58a.invalid,inactive,1034.44,2025-06-27T14:00:00Z
A000597,SUMMIT WHOLESALE INCORPORATED 499,,accounts@summitwholesaleindorpora521.eqample,8951 Market Street,Albany,NY,12207,https://legacy-8a8cd9234c01.invalid,active,7102.16,2025-06-02T12:00:00Z
A000598,Summit Analytics LLC 709,,,6931 Market Street,Columbus,OH,43215,https://legacy-9d9484831e45.invalid,inactive,10100.41,2026-06-16T18:00:00Z
A000599,Cedar Manufacturing Incorporated 852,+1 555-017-0179,accounts@cedormanufacturingincorp874.example,2409 Industrial Road,Austin,TX,78701,https://legacy-a577afe57f52.invalid,active,11952.40,2025-01-10T17:00:00Z
A000600,Westfield Dental Limited,(555) 015-1730,,8433 Main Street,Austin,TX,78701,,active,3280.28,2026-02-23T21:00:00Z
A000601,Maple Wholesale Incorporated,,,3853 Industrial Rd,Portland,ME,04101,https://www.maplewholesaleincorporat118.example/directory,on_hold,1545.26,2026-10-08T05:00:00Z
A000602,Pioneer Wholesale LLC 797,(555) 012-7757,accounts@pioneerwholesalellc797819.example,392 Commerce,Columbus,OH,43215,https://legacy-a36bdc416750.invalid,inactive,11251.58,2026-01-18T04:00:00Z
A000603,Harbor Wholesale Incorporated 894,,,3964 Industrial Rd,Denver,CO,80202,,active,12605.53,2026-11-10T23:00:00Z
A000604,Evergreen Packaging LLC 773,,accounts@evergreenpackagingllc773795.examplg,9299 Commerce Ave,Columbus,OH,43215,https://evergreenpackagingllc773795.example,inactive,10883.96,2026-04-17T07:00:00Z
A000605,Cedar Technology Incorporated482,555-017-6513,,8335 Oak Avenue,Richmond,VA,23219,https://legacy-a66f4e92d102.invalid,inactive,6892.81,2026-11-28T20:00:00Z
A000606,Cedar Packaging Incorporated 472,,,7957 Main Street,Portland,ME,04101-0000,https://legacy-c500b8b77d6e.invalid,on_hold,6766.20,2026-04-05T07:00:00Z
A000607,Westfield Equipment Ltd,,accounts@westfieldequipmentlumite252.example,8802 Oak,Denver,CO,80202-0000,,inactive,3424.28,2026-11-21T21:00:00Z
A000608,Harbor Office Supply Limited,(555) 019-7651,,266 Industrial Rd,Portland,ME,04101,,active,3942.92,2026-04-26T17:00:00Z
A000609,Cedar Analytics Corp 902,,,4268 Oak Avenue,Denver,CO,80202,https://www.cedaranalyticscorporatio924.example/directory,inactive,12673.27,2026-08-14T19:00:00Z
A000610,PIONEER DENTAL LLC,,,2216 Commerce Avenue,Columbus,OH,43215,https://legacy-8092d3323971.invalid,active,4702.08,2026-11-13T02:00:00Z
A000611,Cedar Manufacturing Limited 652,+1 (555) 017-2374,accounts@cedarmanufacturinglimite674.exlmple,4823 Main St,Austin,TX,,,active,9216.56,2026-08-22T21:00:00Z
A000612,Evergreen Equipment LLC 723,,,7438 River Road,Albany,NY,12207-0000,,on_hold,10174.74,2026-02-12T04:00:00Z
A000613,Keystone Packaging LLC 775,,,9360  Market Street,Madison,WI,53703,,on_hold,10951.81,2025-10-04T12:00:00Z
A000614,Maple Analytics Corporation 506,,accounts@mapleanalyticscorporatlo528.example,9217 Oak Avenue,Richmond,VA,23219,,inactive,7203.46,2026-02-11T05:00:00Z
A000615,Westfield Logistics Incorporated 850,+1 (555) 015-4412,accounts@weptfieldlogisticsincorp872.example,2339 Main Street,Richmond,VA,23219,https://legacy-84dd802322f1.invalid,active,11964.49,2025-06-05T15:00:00Z
A000616,Redwood Xholesale Incorporated 898,,accounts@redwoodwhelesaleincorpor920.example,4121 Main Street,Richmond,VA,23219,,on_hold,12671.50,2025-06-26T15:00:00Z
A000617,Pioneer Whplesale Inc 897,,accounts@pioneerwholesaleincorpoa919.example,4084 River,Raleigh,NC,27601,https://legacy-9357f29f605e.invalid,on_hold,12581.51,2026-02-10T17:00:00Z
A000618,Evergreen Equipment LLC 1123,(525) 018-6492,accounts@mvergreenequipmentllc1121145.example,2639 Market Street,Albany,NY,,,active,15694.92,2025-04-14T12:00:00Z
A000619,Pioneer Packaging Corp,(552) 012-2587,,6834 River Road,Raleigh,NC,27601,https://legacy-849d0609c23d.invalid,inactive,2738.32,2026-11-25T14:00:00Z
A000620,Summit Office Supply Inc,(555) 054-2344,,2839  River Road,Columbus,OH,43215,,on_hold,1218.85,2026-11-15T00:00:00Z
A000621,Harbor Incorporated 484,(555) 019-4310,,8399  Main Street,Austin,TX,,https://legacy-c306801f01c6.invalid,inactive,6999.19,2025-04-13T03:00:00Z
A000622,Westfield Logistics Incorporated,+1 555-015-5440,accounts@westfieldlogisticsincorp72.exapple,2136 Oak Avenue,Richmond,VA,23219,https://www.westfieldlogisticsincorp72.example/directory,inactive,924.93,2025-07-27T19:00:00Z
A000623,Harbor Dental LLC,555-019-7532,accounts@harbordentalllc336.example,2118 Oak Avenue,Richmond,VA,23219,https://www.harbordentalllc336.example/directory,inactive,4603.37,2025-09-21T02:00:00Z
A000624,Summit Packaging LLC 1179,,accounts@summitpackagingllc11791201.xxample,4723 River Road,Albany,NY,12207,https://legacy-cff4754128fe.invalid,on_hold,16510.34,2025-06-22T20:00:00Z
A000625,Redwood Foods Incorporated 438,555-013-8527,,6704 Industrial Road,Denver,CO,80202-0000,,on_hold,6258.11,2026-07-21T10:00:00Z
A000626,Summit Manufacturing LLC 1159,,accounts@summitmanufacturicgllc111181.example,3989 Market Street,Madison,WI,53703,,active,16253.13,2025-02-28T12:00:00Z
